date,total_hours,sessions,avg_session_min,unique_channels,unique_games,lol_hours,esports_hours,is_active,rolling_7d,rolling_30d,trend_signal,is_binge,lol_share_day,cumulative_hours,year,month
2017-10-10,0.1168,5.0,1.4,4.0,3.0,0.0167,0.0334,True,0.117,0.117,4.286,False,0.143,0.117,2017,10
2017-10-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.117,0.117,4.286,False,,0.117,2017,10
2017-10-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.117,0.117,4.286,False,,0.117,2017,10
2017-10-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.117,0.117,4.286,False,,0.117,2017,10
2017-10-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.117,0.117,4.286,False,,0.117,2017,10
2017-10-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.117,0.117,4.286,False,,0.117,2017,10
2017-10-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.117,0.117,4.286,False,,0.117,2017,10
2017-10-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.117,0.0,False,,0.117,2017,10
2017-10-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.117,0.0,False,,0.117,2017,10
2017-10-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.117,0.0,False,,0.117,2017,10
2017-10-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.117,0.0,False,,0.117,2017,10
2017-10-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.117,0.0,False,,0.117,2017,10
2017-10-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.117,0.0,False,,0.117,2017,10
2017-10-23,0.0167,1.0,1.0,1.0,1.0,0.0,0.0,True,0.017,0.134,0.544,False,0.0,0.134,2017,10
2017-10-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.017,0.134,0.544,False,,0.134,2017,10
2017-10-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.017,0.134,0.544,False,,0.134,2017,10
2017-10-26,0.2667,4.0,4.0,2.0,2.0,0.25,0.25,True,0.283,0.4,3.032,False,0.937,0.4,2017,10
2017-10-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.283,0.4,3.032,False,,0.4,2017,10
2017-10-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.283,0.4,3.032,False,,0.4,2017,10
2017-10-29,0.0167,1.0,1.0,1.0,1.0,0.0167,0.0167,True,0.3,0.417,3.083,False,1.0,0.417,2017,10
2017-10-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.283,0.417,2.909,False,,0.417,2017,10
2017-10-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.283,0.417,2.909,False,,0.417,2017,10
2017-11-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.283,0.417,2.909,False,,0.417,2017,11
2017-11-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.017,0.417,0.175,False,,0.417,2017,11
2017-11-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.017,0.417,0.175,False,,0.417,2017,11
2017-11-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.017,0.417,0.175,False,,0.417,2017,11
2017-11-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.417,0.0,False,,0.417,2017,11
2017-11-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.417,0.0,False,,0.417,2017,11
2017-11-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.417,0.0,False,,0.417,2017,11
2017-11-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.417,0.0,False,,0.417,2017,11
2017-11-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.3,0.0,False,,0.417,2017,11
2017-11-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.3,0.0,False,,0.417,2017,11
2017-11-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.3,0.0,False,,0.417,2017,11
2017-11-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.3,0.0,False,,0.417,2017,11
2017-11-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.3,0.0,False,,0.417,2017,11
2017-11-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.3,0.0,False,,0.417,2017,11
2017-11-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.3,0.0,False,,0.417,2017,11
2017-11-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.3,0.0,False,,0.417,2017,11
2017-11-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.3,0.0,False,,0.417,2017,11
2017-11-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.3,0.0,False,,0.417,2017,11
2017-11-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.3,0.0,False,,0.417,2017,11
2017-11-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.3,0.0,False,,0.417,2017,11
2017-11-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.3,0.0,False,,0.417,2017,11
2017-11-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.283,0.0,False,,0.417,2017,11
2017-11-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.283,0.0,False,,0.417,2017,11
2017-11-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.283,0.0,False,,0.417,2017,11
2017-11-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.017,0.0,False,,0.417,2017,11
2017-11-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.017,0.0,False,,0.417,2017,11
2017-11-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.017,0.0,False,,0.417,2017,11
2017-11-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,,False,,0.417,2017,11
2017-11-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,,False,,0.417,2017,11
2017-11-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,,False,,0.417,2017,11
2017-12-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,,False,,0.417,2017,12
2017-12-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,,False,,0.417,2017,12
2017-12-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,,False,,0.417,2017,12
2017-12-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,,False,,0.417,2017,12
2017-12-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,,False,,0.417,2017,12
2017-12-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,,False,,0.417,2017,12
2017-12-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,,False,,0.417,2017,12
2017-12-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,,False,,0.417,2017,12
2017-12-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,,False,,0.417,2017,12
2017-12-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,,False,,0.417,2017,12
2017-12-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,,False,,0.417,2017,12
2017-12-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,,False,,0.417,2017,12
2017-12-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,,False,,0.417,2017,12
2017-12-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,,False,,0.417,2017,12
2017-12-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,,False,,0.417,2017,12
2017-12-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,,False,,0.417,2017,12
2017-12-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,,False,,0.417,2017,12
2017-12-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,,False,,0.417,2017,12
2017-12-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,,False,,0.417,2017,12
2017-12-20,0.0167,1.0,1.0,1.0,1.0,0.0,0.0167,True,0.017,0.017,4.286,False,0.0,0.434,2017,12
2017-12-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.017,0.017,4.286,False,,0.434,2017,12
2017-12-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.017,0.017,4.286,False,,0.434,2017,12
2017-12-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.017,0.017,4.286,False,,0.434,2017,12
2017-12-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.017,0.017,4.286,False,,0.434,2017,12
2017-12-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.017,0.017,4.286,False,,0.434,2017,12
2017-12-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.017,0.017,4.286,False,,0.434,2017,12
2017-12-27,0.05,2.0,1.5,1.0,1.0,0.05,0.05,True,0.05,0.067,3.198,False,1.0,0.484,2017,12
2017-12-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.05,0.067,3.198,False,,0.484,2017,12
2017-12-29,0.05,1.0,3.0,1.0,1.0,0.05,0.05,True,0.1,0.117,3.663,False,1.0,0.534,2017,12
2017-12-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.1,0.117,3.663,False,,0.534,2017,12
2017-12-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.1,0.117,3.663,False,,0.534,2017,12
2018-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.1,0.117,3.663,False,,0.534,2018,1
2018-01-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.1,0.117,3.663,False,,0.534,2018,1
2018-01-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.05,0.117,1.832,False,,0.534,2018,1
2018-01-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.05,0.117,1.832,False,,0.534,2018,1
2018-01-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.117,0.0,False,,0.534,2018,1
2018-01-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.117,0.0,False,,0.534,2018,1
2018-01-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.117,0.0,False,,0.534,2018,1
2018-01-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.117,0.0,False,,0.534,2018,1
2018-01-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.117,0.0,False,,0.534,2018,1
2018-01-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.117,0.0,False,,0.534,2018,1
2018-01-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.117,0.0,False,,0.534,2018,1
2018-01-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.117,0.0,False,,0.534,2018,1
2018-01-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.117,0.0,False,,0.534,2018,1
2018-01-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.117,0.0,False,,0.534,2018,1
2018-01-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.117,0.0,False,,0.534,2018,1
2018-01-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.117,0.0,False,,0.534,2018,1
2018-01-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.117,0.0,False,,0.534,2018,1
2018-01-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.117,0.0,False,,0.534,2018,1
2018-01-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.1,0.0,False,,0.534,2018,1
2018-01-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.1,0.0,False,,0.534,2018,1
2018-01-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.1,0.0,False,,0.534,2018,1
2018-01-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.1,0.0,False,,0.534,2018,1
2018-01-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.1,0.0,False,,0.534,2018,1
2018-01-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.1,0.0,False,,0.534,2018,1
2018-01-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.1,0.0,False,,0.534,2018,1
2018-01-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.05,0.0,False,,0.534,2018,1
2018-01-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.05,0.0,False,,0.534,2018,1
2018-01-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,,False,,0.534,2018,1
2018-01-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,,False,,0.534,2018,1
2018-01-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,,False,,0.534,2018,1
2018-01-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,,False,,0.534,2018,1
2018-02-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,,False,,0.534,2018,2
2018-02-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,,False,,0.534,2018,2
2018-02-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,,False,,0.534,2018,2
2018-02-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,,False,,0.534,2018,2
2018-02-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,,False,,0.534,2018,2
2018-02-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,,False,,0.534,2018,2
2018-02-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,,False,,0.534,2018,2
2018-02-08,0.0667,1.0,4.0,1.0,1.0,0.0667,0.0667,True,0.067,0.067,4.286,False,1.0,0.6,2018,2
2018-02-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.067,0.067,4.286,False,,0.6,2018,2
2018-02-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.067,0.067,4.286,False,,0.6,2018,2
2018-02-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.067,0.067,4.286,False,,0.6,2018,2
2018-02-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.067,0.067,4.286,False,,0.6,2018,2
2018-02-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.067,0.067,4.286,False,,0.6,2018,2
2018-02-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.067,0.067,4.286,False,,0.6,2018,2
2018-02-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.067,0.0,False,,0.6,2018,2
2018-02-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.067,0.0,False,,0.6,2018,2
2018-02-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.067,0.0,False,,0.6,2018,2
2018-02-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.067,0.0,False,,0.6,2018,2
2018-02-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.067,0.0,False,,0.6,2018,2
2018-02-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.067,0.0,False,,0.6,2018,2
2018-02-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.067,0.0,False,,0.6,2018,2
2018-02-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.067,0.0,False,,0.6,2018,2
2018-02-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.067,0.0,False,,0.6,2018,2
2018-02-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.067,0.0,False,,0.6,2018,2
2018-02-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.067,0.0,False,,0.6,2018,2
2018-02-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.067,0.0,False,,0.6,2018,2
2018-02-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.067,0.0,False,,0.6,2018,2
2018-02-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.067,0.0,False,,0.6,2018,2
2018-03-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.067,0.0,False,,0.6,2018,3
2018-03-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.067,0.0,False,,0.6,2018,3
2018-03-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.067,0.0,False,,0.6,2018,3
2018-03-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.067,0.0,False,,0.6,2018,3
2018-03-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.067,0.0,False,,0.6,2018,3
2018-03-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.067,0.0,False,,0.6,2018,3
2018-03-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.067,0.0,False,,0.6,2018,3
2018-03-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.067,0.0,False,,0.6,2018,3
2018-03-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.067,0.0,False,,0.6,2018,3
2018-03-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,,False,,0.6,2018,3
2018-03-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,,False,,0.6,2018,3
2018-03-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,,False,,0.6,2018,3
2018-03-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,,False,,0.6,2018,3
2018-03-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,,False,,0.6,2018,3
2018-03-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,,False,,0.6,2018,3
2018-03-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,,False,,0.6,2018,3
2018-03-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,,False,,0.6,2018,3
2018-03-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,,False,,0.6,2018,3
2018-03-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,,False,,0.6,2018,3
2018-03-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,,False,,0.6,2018,3
2018-03-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,,False,,0.6,2018,3
2018-03-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,,False,,0.6,2018,3
2018-03-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,,False,,0.6,2018,3
2018-03-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,,False,,0.6,2018,3
2018-03-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,,False,,0.6,2018,3
2018-03-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,,False,,0.6,2018,3
2018-03-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,,False,,0.6,2018,3
2018-03-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,,False,,0.6,2018,3
2018-03-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,,False,,0.6,2018,3
2018-03-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,,False,,0.6,2018,3
2018-03-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,,False,,0.6,2018,3
2018-04-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,,False,,0.6,2018,4
2018-04-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,,False,,0.6,2018,4
2018-04-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,,False,,0.6,2018,4
2018-04-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,,False,,0.6,2018,4
2018-04-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,,False,,0.6,2018,4
2018-04-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,,False,,0.6,2018,4
2018-04-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,,False,,0.6,2018,4
2018-04-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,,False,,0.6,2018,4
2018-04-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,,False,,0.6,2018,4
2018-04-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,,False,,0.6,2018,4
2018-04-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,,False,,0.6,2018,4
2018-04-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,,False,,0.6,2018,4
2018-04-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,,False,,0.6,2018,4
2018-04-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,,False,,0.6,2018,4
2018-04-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,,False,,0.6,2018,4
2018-04-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,,False,,0.6,2018,4
2018-04-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,,False,,0.6,2018,4
2018-04-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,,False,,0.6,2018,4
2018-04-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,,False,,0.6,2018,4
2018-04-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,,False,,0.6,2018,4
2018-04-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,,False,,0.6,2018,4
2018-04-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,,False,,0.6,2018,4
2018-04-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,,False,,0.6,2018,4
2018-04-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,,False,,0.6,2018,4
2018-04-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,,False,,0.6,2018,4
2018-04-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,,False,,0.6,2018,4
2018-04-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,,False,,0.6,2018,4
2018-04-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,,False,,0.6,2018,4
2018-04-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,,False,,0.6,2018,4
2018-04-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,,False,,0.6,2018,4
2018-05-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,,False,,0.6,2018,5
2018-05-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,,False,,0.6,2018,5
2018-05-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,,False,,0.6,2018,5
2018-05-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,,False,,0.6,2018,5
2018-05-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,,False,,0.6,2018,5
2018-05-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,,False,,0.6,2018,5
2018-05-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,,False,,0.6,2018,5
2018-05-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,,False,,0.6,2018,5
2018-05-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,,False,,0.6,2018,5
2018-05-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,,False,,0.6,2018,5
2018-05-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,,False,,0.6,2018,5
2018-05-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,,False,,0.6,2018,5
2018-05-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,,False,,0.6,2018,5
2018-05-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,,False,,0.6,2018,5
2018-05-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,,False,,0.6,2018,5
2018-05-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,,False,,0.6,2018,5
2018-05-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,,False,,0.6,2018,5
2018-05-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,,False,,0.6,2018,5
2018-05-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,,False,,0.6,2018,5
2018-05-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,,False,,0.6,2018,5
2018-05-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,,False,,0.6,2018,5
2018-05-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,,False,,0.6,2018,5
2018-05-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,,False,,0.6,2018,5
2018-05-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,,False,,0.6,2018,5
2018-05-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,,False,,0.6,2018,5
2018-05-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,,False,,0.6,2018,5
2018-05-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,,False,,0.6,2018,5
2018-05-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,,False,,0.6,2018,5
2018-05-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,,False,,0.6,2018,5
2018-05-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,,False,,0.6,2018,5
